linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.002754
