linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00596496,0,0,0,0,0
0.01193,0,0,0,0,0
0.01193,0,0,0,0,0
0.0178949,0,0,0,0,0
0.0178949,0,0,0,0,0
0.0178949,0,0,0,0,0
0.0238599,0,0,0,0,0
0.0238599,0,0,0,0,0
0.0298249,0,0,0,0,0
0.0357899,0,0,0,0,0
0.0417549,0,0,0,0,0
0.0477199,0,0,0,0,0
0.0596498,0,0,0,0,0
0.0596498,0,0,0,0,0
0.0656148,0,0,0,0,0
0.0775448,0,0,0,0,0
0.0835097,0,0,0,0,0
0.0894747,0,0,0,0,0
0.0954397,0,0,0,0,0
0.0954397,0,0,0,0,0
0.101405,0,0,0,0,0
0.10737,0,0,0,0,0
0.113335,0,0,0,0,0
0.1193,0,0,0,0,0
0.125265,0,0,0,0,0
0.13123,0,0,0,0,0
0.14316,0,0,0,0,0
0.149125,0,0,0,0,0
0.15509,0,0,0,0,0
0.161054,0,0,0,0,0
0.161054,0,0,0,0,0
0.172984,0,0,0,0,0
0.172984,0,0,0,0,0
0.178949,0,0,0,0,0
0.178949,0,0,0,0,0
0.178949,0,0,0,0,0
0.178949,0,0,0,0,0
0.184914,0,0,0,0,0
0.184914,0,0,0,0,0
0.184914,0,0,0,0,0
0.190879,0,0,0,0,0
0.190879,0,0,0,0,0
0.190879,0,0,0,0,0
0.190879,0,0,0,0,0
0.190879,0,0,0,0,0
0.190879,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.196844,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.202809,0,0,0,0,0
0.172984,0,0,0,0,0
0.15509,0,0,0,0,0
0.10737,0,0,0,0,0
0.0298249,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
