linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
0,0,0,0,0,0
0,0,0,0,0,7.18264e-05
0,0,0,0,0,7.18264e-05
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0178949,0,0,0,0,0
0.0238599,0,0,0,0,0
0.0417549,0,0,0,0,0
0.0477199,0,0,0,0,0
0.0596498,0,0,0,0,0
0.0596498,0,0,0,0,0
0.0656148,0,0,0,0,0
0.0715798,0,0,0,0,0
0.0775448,0,0,0,0,0
0.0835097,0,0,0,0,0
0.0954397,0,0,0,0,0
0.10737,0,0,0,0,0
0.137195,0,0,0,0,0
0.172984,0,0,0,0,0
0.220704,0,0,0,0,0
0.256494,0,0,0,0,0
0.292284,0,0,0,0,0
0.340004,0,0,0,0,0
0.393712,0,0,0,0,0
0.477222,0,0,0,0,0
0.566696,0,0,0,0,0
0.680031,0,0,0,0,0
0.819992,0,0,0,0,0
0.939292,0,0,0,0,0
1.05263,0,0,0,0,0
1.15405,0,0,0,0,0
1.24949,0,0,0,0,0
1.333,0,0,0,0,0
1.42844,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.5,0,0,0,0,0
1.42844,0,0,0,0,0
1.333,0,0,0,0,0
1.26739,0,0,0,0,0
1.22563,0,0,0,0,0
1.17791,0,0,0,0,0
1.14212,0,0,0,0,0
1.11824,0,0,0,0,0
1.10631,0,0,0,0,0
1.05263,0,0,0,0,0
1.01087,0,0,0,0,0
0.975082,0,0,0,0,0
0.951222,0,0,0,0,0
0.933327,0,0,0,0,0
0.921397,0,0,0,0,0
0.903502,0,0,0,0,0
0.879642,0,0,0,0,0
0.855782,0,0,0,0,0
0.825957,0,0,0,0,0
0.778237,0,0,0,0,0
0.727751,0,0,0,0,0
0.662136,0,0,0,0,0
0.584591,0,0,0,0,0
0.530906,0,0,0,0,0
0.489152,0,0,0,0,0
0.441432,0,0,0,0,0
0.393712,0,0,0,0,0
0.363864,0,0,0,0,0
0.334039,0,0,0,0,0
0.310179,0,0,0,0,0
0.262459,0,0,0,0,0
0.226669,0,0,0,0,0
0.196844,0,0,0,0,0
0.178949,0,0,0,0,0
0.161054,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.15509,0,0,0,0,0
0.137195,0,0,0,0,0
0.0656148,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0,0,0,0,0,0
